set_number,combine objective,solar objective,wind objective,ratio
1,228.561,65.706,142.913,1.1
2,240.65,65.821,154.152,1.09
3,234.431,64.48,149.305,1.1
4,237.021,65.823,149.738,1.1
5,229.175,63.089,156.625,1.04
6,245.393,65.024,154.047,1.12
7,241.93,62.642,153.814,1.12
8,260.61,64.791,173.137,1.1
9,256.691,65.158,175.504,1.07
10,235.941,64.745,148.574,1.11
