set_number,combine objective,solar objective,wind objective,ratio
1,231.89,57.938,153.82,1.1
2,231.758,60.8,145.711,1.12
3,223.222,57.942,137.991,1.14
4,197.216,60.807,105.414,1.19
5,210.282,59.217,121.151,1.17
6,222.858,60.858,132.219,1.15
7,200.923,60.31,124.41,1.09
8,204.599,60.236,116.978,1.15
9,226.531,59.23,142.473,1.12
10,224.491,60.925,144.169,1.09
