set_number,combine objective,solar objective,wind objective,ratio
1,11.768,8.459,1.834,1.14
2,11.433,7.878,1.787,1.18
3,12.032,8.022,2.199,1.18
4,12.207,8.375,1.977,1.18
5,11.989,8.0,1.755,1.23
6,11.781,8.289,1.746,1.17
7,11.747,8.082,1.794,1.19
8,12.232,8.184,2.105,1.19
9,12.389,7.889,1.858,1.27
10,11.405,7.947,1.696,1.18
