set_number,combine objective,solar objective,wind objective,ratio
1,13.727,1.932,10.216,1.13
2,13.268,2.069,9.677,1.13
3,13.329,2.047,9.835,1.12
4,12.764,2.068,9.493,1.1
5,14.5,2.023,11.193,1.1
6,13.657,2.141,10.38,1.09
7,13.809,2.134,10.291,1.11
8,13.361,2.092,9.797,1.12
9,14.3,2.126,10.672,1.12
10,13.557,2.146,9.881,1.13
