set_number,combine objective,solar objective,wind objective,ratio
1,100.432,0.061,100.334,1.0
2,92.209,0.057,92.114,1.0
3,109.458,0.058,109.363,1.0
4,109.276,0.061,109.152,1.0
5,119.018,0.061,118.913,1.0
6,97.564,0.058,97.483,1.0
7,111.017,0.058,110.916,1.0
8,118.22,0.062,118.126,1.0
9,141.508,0.056,141.408,1.0
10,118.216,0.059,118.127,1.0
