set_number,combine objective,solar objective,wind objective,ratio
1,2.016,0.09,1.855,1.04
2,2.22,0.087,1.983,1.07
3,2.029,0.085,1.851,1.05
4,2.022,0.087,1.884,1.03
5,2.008,0.082,1.821,1.06
6,2.141,0.083,1.949,1.05
7,2.173,0.086,1.952,1.07
8,1.982,0.083,1.823,1.04
9,2.041,0.08,1.9,1.03
10,1.999,0.082,1.838,1.04
