set_number,combine objective,solar objective,wind objective,ratio
1,330.069,100.584,169.479,1.22
2,289.576,100.482,131.258,1.25
3,288.195,100.356,137.744,1.21
4,347.161,99.756,176.557,1.26
5,289.177,104.509,126.368,1.25
6,332.906,101.795,166.502,1.24
7,296.251,97.923,130.695,1.3
8,289.703,99.026,121.085,1.32
9,281.733,103.509,116.048,1.28
10,332.435,104.827,172.424,1.2
