set_number,combine objective,solar objective,wind objective,ratio
1,93.68,56.321,21.684,1.2
2,94.746,59.863,20.478,1.18
3,96.892,56.333,21.039,1.25
4,92.101,57.865,20.37,1.18
5,89.673,56.189,20.387,1.17
6,101.287,58.579,20.768,1.28
7,96.614,56.991,21.512,1.23
8,86.376,55.609,20.515,1.13
9,92.532,57.265,20.102,1.2
10,96.124,58.145,20.728,1.22
