set_number,combine objective,solar objective,wind objective,ratio
1,362.328,224.799,64.88,1.25
2,328.537,208.652,63.367,1.21
3,323.188,212.507,62.999,1.17
4,355.567,216.995,64.518,1.26
5,336.21,215.626,63.302,1.21
6,369.413,221.519,64.322,1.29
7,348.834,215.023,64.005,1.25
8,335.095,221.406,65.65,1.17
9,345.797,223.72,62.049,1.21
10,335.246,215.454,61.407,1.21
