Date,Hour,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK,XK
01/01/2015 00:00,0,0.8035,0.13637,0.8225,0.18987,0.68499,0.13714,0.13303,0.2262,0.34924,0.22147,0.62251,0.24762,0.32403,0.10862,0.66314,0.02269,0.59298,0.65207,0.27856,0.00185,0.19931,0.951,0.951,0.46466,0.43836,0.36013,0.17431,0.30773,0.4838,0.57457,0.51743,0.0,0.663081988,0.8035
01/01/2015 01:00,1,0.7775,0.13388,0.8045,0.20555,0.65197,0.1,0.13797,0.22833,0.34875,0.23072,0.62597,0.23874,0.3205,0.11197,0.66433,0.02279,0.59609,0.6649,0.28413,0.0007,0.21004,0.913,0.913,0.47458,0.4418,0.38912,0.18091,0.25876,0.4723,0.58413,0.46478,0.0,0.64751567,0.7775
01/01/2015 02:00,2,0.743,0.15225,0.7795,0.21885,0.61783,0.08217,0.14366,0.23601,0.36945,0.24562,0.63031,0.22709,0.31734,0.1138,0.66206,0.02333,0.60272,0.6575,0.30968,0.00166,0.22944,0.866,0.866,0.48357,0.43662,0.41605,0.17983,0.21108,0.4585,0.59469,0.43101,0.0,0.626140551,0.743
01/01/2015 03:00,3,0.7345,0.18381,0.7665,0.22399,0.59983,0.08175,0.14833,0.2419,0.39452,0.28753,0.64027,0.21426,0.30799,0.11707,0.66564,0.03306,0.61609,0.6576,0.34867,0.00411,0.25823,0.836,0.836,0.45882,0.43512,0.42642,0.16025,0.17944,0.452,0.61562,0.41975,0.0,0.603461222,0.7345
01/01/2015 04:00,4,0.71,0.23057,0.7375,0.22399,0.57992,0.06922,0.15346,0.24839,0.40787,0.34298,0.6447,0.19246,0.31812,0.11731,0.67405,0.03115,0.63163,0.65378,0.38928,0.0082,0.28333,0.769,0.769,0.43328,0.43616,0.42992,0.14573,0.15582,0.4358,0.64267,0.37945,0.0,0.584644508,0.71
01/01/2015 05:00,5,0.669,0.2715,0.698,0.23845,0.56481,0.06161,0.15486,0.25012,0.41516,0.39107,0.65287,0.17542,0.33549,0.11656,0.6856,0.02981,0.66197,0.63475,0.44153,0.01083,0.3161,0.678,0.678,0.42954,0.43773,0.43492,0.14302,0.13537,0.409,0.65494,0.3809,0.00035,0.576496993,0.669
01/01/2015 06:00,6,0.6685,0.30139,0.661,0.27062,0.52912,0.07043,0.15723,0.25598,0.42552,0.43205,0.67436,0.1536,0.35112,0.12688,0.70247,0.03271,0.69806,0.60088,0.48399,0.01455,0.35463,0.586,0.586,0.45023,0.43329,0.44623,0.14943,0.12492,0.3678,0.66173,0.37727,0.00319,0.579383982,0.6685
01/01/2015 07:00,7,0.623,0.30736,0.602,0.29544,0.49241,0.05534,0.15341,0.26442,0.4438,0.46615,0.6877,0.14648,0.36472,0.1487,0.71598,0.03231,0.71479,0.55576,0.51678,0.02136,0.37749,0.454,0.454,0.47145,0.42659,0.45829,0.15379,0.10882,0.3168,0.68069,0.36855,0.00319,0.606033555,0.623
01/01/2015 08:00,8,0.573,0.25891,0.523,0.31824,0.46425,0.03129,0.14597,0.27667,0.45003,0.4952,0.69093,0.12512,0.36781,0.17142,0.70904,0.0231,0.72499,0.51771,0.54906,0.02619,0.40039,0.303,0.303,0.49235,0.42969,0.46387,0.15562,0.07645,0.2625,0.70449,0.29158,0.00248,0.646072175,0.573
01/01/2015 09:00,9,0.558,0.20947,0.448,0.32542,0.44944,0.00107,0.13484,0.29628,0.45954,0.51836,0.69964,0.07278,0.36121,0.16469,0.66938,0.01838,0.72655,0.51749,0.56406,0.02595,0.41316,0.195,0.195,0.51697,0.44281,0.47932,0.11032,0.06375,0.2363,0.74821,0.20443,0.00071,0.684788857,0.558
01/01/2015 10:00,10,0.539,0.18868,0.399,0.32925,0.44778,0.0,0.14318,0.32101,0.46141,0.54053,0.69738,0.05334,0.3427,0.16002,0.61296,0.01912,0.72954,0.49243,0.56394,0.02607,0.41169,0.156,0.156,0.54914,0.4533,0.50501,0.07341,0.06133,0.2368,0.77496,0.13217,0.00071,0.713293447,0.539
01/01/2015 11:00,11,0.5335,0.19244,0.375,0.35139,0.45355,0.0,0.16582,0.3449,0.46811,0.56369,0.69508,0.07171,0.32226,0.17511,0.56939,0.01904,0.72983,0.47574,0.57431,0.02907,0.42784,0.154,0.154,0.5845,0.45846,0.52454,0.06305,0.06277,0.2383,0.79104,0.08025,0.00177,0.735511238,0.5335
01/01/2015 12:00,12,0.5315,0.19346,0.3645,0.39171,0.45874,0.0,0.18665,0.3647,0.46849,0.58692,0.69706,0.08768,0.3048,0.18397,0.54107,0.02186,0.72918,0.47786,0.59762,0.03578,0.44377,0.162,0.162,0.61184,0.46524,0.53158,0.06223,0.07168,0.241,0.79168,0.05737,0.00461,0.747140234,0.5315
01/01/2015 13:00,13,0.527,0.18457,0.343,0.43294,0.45223,0.0,0.20524,0.39194,0.47638,0.59896,0.70555,0.09283,0.28945,0.19169,0.49132,0.02437,0.72891,0.47997,0.6074,0.04383,0.43489,0.171,0.171,0.63344,0.47053,0.52086,0.06389,0.09818,0.2503,0.79523,0.03595,0.00816,0.746794555,0.527
01/01/2015 14:00,14,0.5495,0.21126,0.363,0.48284,0.43805,0.0,0.21968,0.42624,0.4855,0.59911,0.73236,0.09802,0.28582,0.2033,0.48747,0.03043,0.72827,0.44433,0.60227,0.05405,0.42325,0.215,0.215,0.65517,0.4752,0.49813,0.06573,0.14279,0.2483,0.78966,0.02142,0.02343,0.74330421,0.5495
01/01/2015 15:00,15,0.617,0.23835,0.4535,0.54676,0.41543,0.00088,0.22622,0.45533,0.49589,0.59725,0.72989,0.10073,0.28294,0.23777,0.54118,0.04351,0.72633,0.43217,0.62094,0.07278,0.45394,0.34,0.34,0.67436,0.48549,0.47523,0.06681,0.18445,0.2708,0.77003,0.0305,0.04331,0.73791453,0.617
01/01/2015 16:00,16,0.648,0.23376,0.5115,0.60353,0.38665,0.00111,0.21516,0.48897,0.51093,0.60289,0.73067,0.10299,0.28207,0.28582,0.59049,0.04904,0.71479,0.44599,0.63689,0.1114,0.47537,0.405,0.405,0.6901,0.49225,0.47331,0.0677,0.21852,0.2668,0.74494,0.04357,0.03798,0.734262741,0.648
01/01/2015 17:00,17,0.638,0.21289,0.5115,0.64445,0.35829,0.00019,0.22826,0.53489,0.52718,0.61451,0.74141,0.11389,0.2884,0.32504,0.59782,0.0356,0.71334,0.45207,0.65163,0.15599,0.48139,0.397,0.397,0.70073,0.49192,0.49023,0.0675,0.25568,0.2418,0.74244,0.05592,0.01881,0.734129155,0.638
01/01/2015 18:00,18,0.625,0.19748,0.4995,0.68236,0.36184,0.00014,0.26174,0.58958,0.53816,0.62167,0.72904,0.11623,0.31241,0.35676,0.58681,0.02055,0.70896,0.45053,0.66356,0.20033,0.48771,0.384,0.384,0.70668,0.47401,0.52492,0.07321,0.2803,0.2163,0.73948,0.08134,0.00923,0.728505223,0.625
01/01/2015 19:00,19,0.6065,0.1907,0.481,0.71195,0.3751,0.00014,0.30036,0.64232,0.54612,0.62019,0.71458,0.11267,0.33683,0.38309,0.5612,0.01129,0.70235,0.42146,0.676,0.232,0.48771,0.374,0.374,0.70999,0.42834,0.56332,0.08028,0.29264,0.1985,0.75502,0.09332,0.01029,0.725290282,0.6065
01/01/2015 20:00,20,0.587,0.20713,0.45,0.73104,0.39374,0.0,0.33642,0.69136,0.55285,0.61327,0.70576,0.10996,0.33572,0.40237,0.53543,0.00931,0.70726,0.38029,0.67625,0.26207,0.47567,0.339,0.339,0.71123,0.40049,0.59787,0.08607,0.29819,0.1843,0.77402,0.09949,0.01207,0.73231339,0.587
01/01/2015 21:00,21,0.587,0.20843,0.4255,0.74657,0.41674,0.00037,0.37689,0.73924,0.55593,0.60459,0.68764,0.10951,0.32476,0.42447,0.47553,0.01296,0.71053,0.34491,0.66555,0.3131,0.46156,0.353,0.353,0.71198,0.36824,0.6196,0.08322,0.30566,0.1923,0.79047,0.07916,0.00994,0.747792972,0.587
01/01/2015 22:00,22,0.5955,0.1888,0.398,0.75835,0.43649,0.0189,0.43501,0.77501,0.55249,0.59133,0.66403,0.11245,0.30552,0.44541,0.3961,0.01502,0.71463,0.31605,0.65918,0.37568,0.45792,0.381,0.381,0.71211,0.33787,0.63672,0.08122,0.30905,0.2043,0.81692,0.06282,0.00816,0.765242165,0.5955
01/01/2015 23:00,23,0.593,0.1874,0.367,0.76473,0.43306,0.05135,0.49293,0.80091,0.54704,0.60279,0.63509,0.11468,0.30089,0.46503,0.32482,0.00868,0.71648,0.28524,0.67501,0.42877,0.47199,0.394,0.394,0.71215,0.33051,0.66307,0.08244,0.30179,0.231,0.85132,0.05301,0.00213,0.775842988,0.593
02/01/2015 00:00,0,0.583,0.16662,0.342,0.76607,0.41167,0.07544,0.54719,0.81914,0.54572,0.59902,0.60512,0.11882,0.30447,0.48413,0.27333,0.0091,0.71715,0.25823,0.68116,0.48094,0.48723,0.398,0.398,0.71212,0.30268,0.6935,0.08704,0.28804,0.2288,0.8817,0.04212,0.00142,0.779373219,0.583
02/01/2015 01:00,1,0.574,0.16099,0.3245,0.76714,0.38127,0.09926,0.61388,0.83598,0.54198,0.60043,0.57849,0.12546,0.31507,0.50439,0.2347,0.01383,0.7124,0.24058,0.69419,0.5118,0.4997,0.403,0.403,0.71207,0.2925,0.72966,0.09919,0.27415,0.2255,0.90986,0.02687,0.00142,0.778482431,0.574
02/01/2015 02:00,2,0.5715,0.15095,0.318,0.76681,0.34181,0.13565,0.68081,0.84998,0.5432,0.5915,0.55139,0.13485,0.32341,0.52499,0.20188,0.02239,0.70034,0.2349,0.70282,0.54682,0.51775,0.425,0.425,0.71205,0.32361,0.76007,0.1177,0.24595,0.2255,0.92467,0.01053,0.00639,0.779345996,0.5715
02/01/2015 03:00,3,0.5635,0.12353,0.319,0.76884,0.31188,0.16421,0.74377,0.86569,0.54791,0.59455,0.53829,0.15642,0.34029,0.54257,0.2041,0.02186,0.69791,0.23209,0.72798,0.58324,0.53065,0.424,0.424,0.71208,0.33416,0.78487,0.14482,0.22479,0.2203,0.9339,0.01053,0.00923,0.780464704,0.5635
02/01/2015 04:00,4,0.5655,0.10805,0.321,0.76983,0.30008,0.20158,0.80685,0.88075,0.55394,0.6254,0.53376,0.17448,0.33959,0.54972,0.19895,0.01284,0.69588,0.21939,0.74501,0.61782,0.54091,0.434,0.434,0.71211,0.36133,0.79788,0.1661,0.20535,0.2265,0.93361,0.01707,0.01349,0.779342197,0.5655
02/01/2015 05:00,5,0.564,0.14029,0.3095,0.77044,0.27237,0.2467,0.88725,0.89615,0.55571,0.63787,0.534,0.18024,0.32819,0.55006,0.18066,0.01585,0.68963,0.19709,0.76449,0.63361,0.54706,0.43,0.43,0.71216,0.41946,0.81407,0.17124,0.18414,0.217,0.93232,0.0207,0.02769,0.776051282,0.564
02/01/2015 06:00,6,0.545,0.19013,0.268,0.76768,0.24433,0.28366,0.97141,0.90968,0.55594,0.64522,0.52735,0.17578,0.33069,0.54283,0.14459,0.02059,0.67534,0.17176,0.77692,0.64419,0.54446,0.385,0.385,0.71196,0.46942,0.8277,0.17231,0.16316,0.1943,0.93519,0.01961,0.05147,0.767946819,0.545
02/01/2015 07:00,7,0.4805,0.23458,0.181,0.74595,0.19846,0.23626,0.95,0.91689,0.5569,0.66313,0.50597,0.16874,0.33374,0.52881,0.09402,0.02586,0.64878,0.13503,0.78681,0.64304,0.53978,0.264,0.264,0.71138,0.48998,0.84486,0.16801,0.14587,0.1308,0.94217,0.01416,0.07384,0.75254321,0.4805
02/01/2015 08:00,8,0.4295,0.24114,0.103,0.68061,0.17657,0.28904,0.95,0.90806,0.55588,0.67694,0.49231,0.1505,0.34681,0.5032,0.04134,0.02163,0.60277,0.0986,0.79194,0.60814,0.53723,0.163,0.163,0.7089,0.4882,0.85724,0.17416,0.14573,0.0715,0.94609,0.00545,0.08839,0.735482748,0.4295
02/01/2015 09:00,9,0.3875,0.31309,0.06,0.59018,0.14212,0.30604,0.95,0.88766,0.55527,0.67798,0.46175,0.10358,0.33505,0.44441,0.00602,0.0256,0.53842,0.08398,0.79482,0.54195,0.53723,0.114,0.114,0.70248,0.49409,0.8708,0.12858,0.1536,0.049,0.94676,0.00508,0.11821,0.715622032,0.3875
02/01/2015 10:00,10,0.353,0.49746,0.042,0.49786,0.10986,0.33918,0.95,0.86797,0.55554,0.67809,0.42845,0.06919,0.32583,0.35836,0.0,0.05209,0.48979,0.07721,0.79666,0.46022,0.53723,0.084,0.084,0.69248,0.49173,0.87893,0.09266,0.15842,0.0265,0.94977,0.02215,0.15229,0.696128522,0.353
02/01/2015 11:00,11,0.3255,0.63496,0.038,0.43191,0.09373,0.34773,0.95,0.8442,0.5554,0.67798,0.39827,0.05725,0.35052,0.28482,0.0,0.07139,0.48625,0.08361,0.79711,0.36694,0.53723,0.076,0.076,0.68741,0.49074,0.88596,0.08537,0.16238,0.0225,0.95587,0.04503,0.21122,0.6867629,0.3255
02/01/2015 12:00,12,0.309,0.73125,0.0425,0.41662,0.0862,0.37433,0.95,0.8175,0.55678,0.67812,0.36801,0.05103,0.39488,0.2326,0.00038,0.08283,0.50671,0.10361,0.79695,0.29952,0.53723,0.085,0.085,0.68828,0.48957,0.88444,0.08561,0.17302,0.0248,0.96601,0.05338,0.34185,0.686404558,0.309
02/01/2015 13:00,13,0.3045,0.84827,0.0595,0.40108,0.08623,0.36602,0.95,0.79645,0.55671,0.678,0.34706,0.04856,0.44953,0.19394,0.00895,0.12978,0.50567,0.12289,0.79687,0.21404,0.53723,0.11,0.11,0.68503,0.48173,0.89085,0.08618,0.19698,0.031,0.97293,0.01961,0.47178,0.693041469,0.3045
02/01/2015 14:00,14,0.3215,0.92945,0.1,0.38633,0.10897,0.34155,0.95,0.78525,0.55695,0.67803,0.33018,0.05281,0.47221,0.17267,0.02143,0.19312,0.49349,0.14221,0.7984,0.22849,0.53723,0.178,0.178,0.68174,0.47745,0.88933,0.08676,0.2598,0.0508,0.9751,0.02469,0.59993,0.693427034,0.3215
02/01/2015 15:00,15,0.392,0.95,0.177,0.4062,0.14237,0.38682,0.95,0.79013,0.55726,0.67803,0.33205,0.06521,0.46597,0.17486,0.02317,0.27342,0.46829,0.14029,0.80042,0.21107,0.53896,0.33,0.33,0.68878,0.46696,0.89208,0.08769,0.3415,0.1043,0.97385,0.04394,0.68264,0.675503007,0.392
02/01/2015 16:00,16,0.416,0.95,0.22,0.42203,0.15501,0.3467,0.95,0.79624,0.55749,0.6777,0.32184,0.07351,0.45038,0.17656,0.02414,0.3994,0.4447,0.14901,0.80159,0.21609,0.54606,0.415,0.415,0.69016,0.45557,0.88703,0.08977,0.41323,0.1355,0.97093,0.03486,0.65495,0.653941121,0.416
02/01/2015 17:00,17,0.3975,0.95,0.233,0.3918,0.14912,0.30891,0.95,0.78934,0.55703,0.67578,0.29917,0.07762,0.44099,0.16216,0.03429,0.4664,0.41818,0.14104,0.7997,0.16636,0.5481,0.43,0.43,0.68354,0.44801,0.88259,0.09365,0.48125,0.1425,0.96919,0.02469,0.66383,0.632604622,0.3975
02/01/2015 18:00,18,0.3715,0.95,0.242,0.35571,0.15019,0.26295,0.95,0.77893,0.55519,0.676,0.27292,0.08235,0.43228,0.13738,0.04693,0.5421,0.39237,0.13883,0.7994,0.13899,0.54784,0.435,0.435,0.67296,0.43739,0.88643,0.09701,0.55081,0.1443,0.96875,0.00908,0.70465,0.609478316,0.3715
02/01/2015 19:00,19,0.3425,0.95,0.2425,0.31861,0.16124,0.213,0.95,0.76665,0.55475,0.67716,0.24508,0.08436,0.42984,0.11183,0.04677,0.60406,0.37462,0.14368,0.79988,0.11234,0.54771,0.436,0.436,0.66144,0.43421,0.88952,0.09785,0.61375,0.147,0.97319,0.00363,0.75399,0.581708135,0.3425
02/01/2015 20:00,20,0.3085,0.95,0.2375,0.2655,0.18428,0.18468,0.95,0.76143,0.55491,0.67859,0.21098,0.08896,0.43808,0.09222,0.04601,0.65654,0.36642,0.14689,0.80194,0.10662,0.54853,0.427,0.427,0.64446,0.42476,0.89404,0.09429,0.65835,0.1673,0.9831,0.0,0.78417,0.555222539,0.3085
02/01/2015 21:00,21,0.2875,0.95,0.2395,0.22117,0.22032,0.17934,0.95,0.75784,0.55574,0.67818,0.17985,0.0973,0.45056,0.08553,0.03581,0.69396,0.35808,0.14421,0.80399,0.11525,0.54411,0.441,0.441,0.62223,0.4298,0.89165,0.09508,0.66327,0.1935,0.99612,0.0,0.75541,0.551635328,0.2875
02/01/2015 22:00,22,0.2865,0.95,0.2465,0.19733,0.26658,0.17488,0.95,0.74719,0.55618,0.67788,0.16516,0.12033,0.45543,0.0879,0.02989,0.72006,0.35099,0.1424,0.80452,0.09189,0.54264,0.462,0.462,0.60918,0.43611,0.88865,0.09638,0.65235,0.3085,0.95,0.0,0.75861,0.556828743,0.2865
02/01/2015 23:00,23,0.3015,0.95,0.263,0.19632,0.29632,0.16133,0.95,0.73059,0.55686,0.67741,0.16059,0.1628,0.46158,0.09802,0.02523,0.7341,0.33746,0.14157,0.80435,0.08046,0.54242,0.5,0.5,0.60479,0.4333,0.89057,0.0996,0.61774,0.3735,0.95,0.0,0.78594,0.562088636,0.3015
03/01/2015 00:00,0,0.3235,0.95,0.294,0.2126,0.31459,0.14345,0.95,0.71328,0.5572,0.67762,0.16875,0.18544,0.46648,0.11521,0.03944,0.75187,0.32482,0.13333,0.80404,0.07163,0.54277,0.547,0.547,0.58871,0.43494,0.89379,0.10162,0.57886,0.4173,0.95,0.00363,0.82428,0.562203229,0.3235
03/01/2015 01:00,1,0.366,0.95,0.3375,0.2355,0.3361,0.13663,0.95,0.68757,0.55627,0.678,0.18443,0.2034,0.48278,0.14305,0.05583,0.75715,0.28943,0.12055,0.80301,0.08285,0.54299,0.617,0.617,0.57575,0.4397,0.89608,0.10554,0.52439,0.5173,0.95,0.02977,0.83493,0.55702944,0.366
03/01/2015 02:00,2,0.4535,0.95,0.4355,0.26411,0.35937,0.13589,0.95,0.66035,0.55571,0.67814,0.19463,0.21889,0.49736,0.17963,0.08599,0.76434,0.26452,0.11599,0.80129,0.08769,0.53874,0.781,0.781,0.57815,0.44294,0.89688,0.11378,0.4793,0.6403,0.95,0.09731,0.85055,0.542443811,0.4535
03/01/2015 03:00,3,0.468,0.95,0.481,0.26362,0.34445,0.12804,0.95,0.62851,0.55177,0.6782,0.17897,0.20497,0.51804,0.20864,0.11589,0.76642,0.21597,0.10765,0.80006,0.08191,0.53723,0.841,0.841,0.57231,0.43426,0.90101,0.10126,0.43854,0.6978,0.95,0.24183,0.86439,0.496254511,0.468
03/01/2015 04:00,4,0.4505,0.95,0.573,0.26132,0.30961,0.15381,0.95,0.61299,0.54463,0.67815,0.15998,0.20835,0.53745,0.25142,0.29861,0.74694,0.16107,0.09586,0.80083,0.07804,0.53723,0.833,0.833,0.57752,0.43152,0.90307,0.08156,0.40308,0.7235,0.98957,0.40196,0.86794,0.430231719,0.4505
03/01/2015 05:00,5,0.436,0.95,0.649,0.27114,0.2526,0.22981,0.97401,0.61642,0.53687,0.67803,0.14163,0.20759,0.55098,0.29757,0.46994,0.719,0.12931,0.08293,0.80142,0.09894,0.53723,0.806,0.806,0.58107,0.43178,0.90207,0.06977,0.3523,0.692,0.97292,0.44372,0.85659,0.362101931,0.436
03/01/2015 06:00,6,0.4685,0.95,0.721,0.28148,0.2073,0.33041,0.91732,0.63647,0.52808,0.67803,0.12398,0.21165,0.56538,0.33486,0.54248,0.68673,0.13297,0.0901,0.80217,0.12296,0.53944,0.874,0.874,0.59322,0.44621,0.90412,0.06907,0.32035,0.6555,0.94956,0.48511,0.81754,0.295666983,0.4685
03/01/2015 07:00,7,0.469,0.93295,0.7475,0.27239,0.21868,0.41602,0.85959,0.66023,0.51883,0.67803,0.10018,0.21981,0.56948,0.36395,0.57216,0.58601,0.13863,0.09394,0.80291,0.13902,0.5432,0.896,0.896,0.59178,0.46151,0.90318,0.07036,0.29554,0.5963,0.92093,0.48112,0.69968,0.242633112,0.469
03/01/2015 08:00,8,0.468,0.79719,0.732,0.25807,0.25988,0.43157,0.83924,0.67192,0.50646,0.67803,0.08962,0.20988,0.56618,0.40351,0.52848,0.48349,0.14347,0.0927,0.80455,0.12728,0.54195,0.911,0.911,0.56062,0.46745,0.89847,0.06852,0.26193,0.5653,0.88525,0.60784,0.58076,0.202350111,0.468
03/01/2015 09:00,9,0.461,0.70224,0.668,0.22913,0.27554,0.33965,0.80766,0.66479,0.49114,0.67803,0.09127,0.16671,0.55985,0.44129,0.42508,0.38785,0.14168,0.09544,0.80498,0.10378,0.54416,0.891,0.891,0.50081,0.45583,0.89202,0.05837,0.25932,0.5835,0.84108,0.5305,0.45261,0.193804368,0.461
03/01/2015 10:00,10,0.4605,0.60429,0.5705,0.21152,0.27815,0.45172,0.80681,0.64976,0.47725,0.67803,0.10223,0.12604,0.54946,0.50778,0.25922,0.35529,0.13099,0.1237,0.80496,0.09386,0.54645,0.87,0.87,0.42639,0.44837,0.88477,0.05072,0.26859,0.5748,0.79988,0.4321,0.35215,0.205905033,0.4605
03/01/2015 11:00,11,0.449,0.53869,0.484,0.21232,0.26995,0.59624,0.80746,0.62497,0.46537,0.67803,0.12958,0.1069,0.53726,0.5962,0.15028,0.32391,0.12582,0.15682,0.80377,0.07831,0.54468,0.811,0.811,0.34103,0.43397,0.88153,0.04821,0.27381,0.5445,0.77181,0.34749,0.30919,0.209236467,0.449
03/01/2015 12:00,12,0.428,0.49668,0.402,0.19767,0.22688,0.73677,0.79513,0.59197,0.45126,0.67767,0.15729,0.10441,0.52395,0.67635,0.0734,0.28226,0.11686,0.17517,0.80158,0.09093,0.5416,0.727,0.727,0.26407,0.42914,0.87895,0.04695,0.2742,0.4923,0.75591,0.27342,0.27973,0.220135486,0.428
03/01/2015 13:00,13,0.4115,0.42557,0.3695,0.14637,0.17734,0.84721,0.7608,0.55518,0.43471,0.67751,0.17671,0.09893,0.5187,0.73322,0.06304,0.2509,0.10237,0.17732,0.79642,0.14843,0.54186,0.673,0.673,0.20396,0.4269,0.87695,0.04575,0.28215,0.4345,0.74357,0.21569,0.20909,0.241095916,0.4115
03/01/2015 14:00,14,0.385,0.42562,0.3425,0.14404,0.14983,0.92669,0.72203,0.5226,0.4134,0.67706,0.17825,0.08897,0.50735,0.75893,0.05431,0.22284,0.08458,0.17326,0.78615,0.251,0.53874,0.628,0.628,0.17143,0.42302,0.87512,0.04442,0.31048,0.37,0.73604,0.18228,0.23429,0.258138651,0.385
03/01/2015 15:00,15,0.346,0.35654,0.311,0.19501,0.14575,0.98644,0.63262,0.49639,0.39709,0.67631,0.16988,0.09874,0.50018,0.77694,0.06082,0.23525,0.07162,0.18209,0.78178,0.43727,0.53511,0.558,0.558,0.17703,0.4259,0.8748,0.04448,0.37616,0.319,0.73348,0.16667,0.24033,0.257527699,0.346
03/01/2015 16:00,16,0.275,0.28673,0.2475,0.20942,0.16523,0.95209,0.55141,0.47018,0.38645,0.67591,0.15858,0.11565,0.50818,0.77554,0.07715,0.22359,0.06806,0.21119,0.77885,0.53085,0.53385,0.414,0.414,0.24838,0.43094,0.87596,0.04805,0.42505,0.2663,0.72953,0.06863,0.19453,0.243121874,0.275
03/01/2015 17:00,17,0.1895,0.24901,0.177,0.19058,0.14558,0.96202,0.45482,0.45063,0.3749,0.67469,0.14102,0.13622,0.50645,0.75588,0.10753,0.19747,0.06068,0.24743,0.77313,0.41304,0.53381,0.241,0.241,0.34797,0.43535,0.86714,0.05602,0.42824,0.1875,0.72533,0.00908,0.15903,0.216241216,0.1895
03/01/2015 18:00,18,0.1315,0.22124,0.1435,0.16095,0.12706,0.96137,0.40403,0.44396,0.35975,0.67198,0.11073,0.14677,0.50251,0.70468,0.13699,0.20953,0.05099,0.29373,0.76672,0.30121,0.53229,0.144,0.144,0.45121,0.43856,0.85482,0.0663,0.40829,0.134,0.72476,0.0,0.14164,0.186795188,0.1315
03/01/2015 19:00,19,0.0815,0.14745,0.1305,0.12099,0.11428,0.97632,0.34035,0.45263,0.351,0.66651,0.07859,0.15908,0.49754,0.62525,0.17041,0.17111,0.0479,0.33963,0.75933,0.19906,0.53416,0.083,0.083,0.51807,0.44171,0.83494,0.07806,0.38602,0.1238,0.72917,0.0,0.10295,0.167392213,0.0815
03/01/2015 20:00,20,0.0385,0.11523,0.134,0.09571,0.10482,0.98445,0.32512,0.47533,0.3545,0.65863,0.05102,0.16839,0.48615,0.52321,0.22201,0.17956,0.04672,0.37849,0.75441,0.12326,0.53671,0.036,0.036,0.54635,0.45022,0.8211,0.0927,0.34882,0.0995,0.75264,0.04503,0.0536,0.157074391,0.0385
03/01/2015 21:00,21,0.022,0.12122,0.141,0.10339,0.10809,0.92502,0.36426,0.50908,0.37945,0.65901,0.04068,0.19289,0.45631,0.40885,0.25054,0.15703,0.04567,0.42509,0.73067,0.06881,0.53623,0.02,0.02,0.56214,0.45448,0.80757,0.10312,0.30409,0.1043,0.75624,0.14306,0.02556,0.155812599,0.022
03/01/2015 22:00,22,0.02,0.13339,0.154,0.12807,0.11379,0.9214,0.47417,0.53846,0.40433,0.65555,0.03684,0.21305,0.43131,0.31728,0.27447,0.11868,0.04285,0.44903,0.69846,0.05566,0.53714,0.021,0.021,0.57716,0.45069,0.80454,0.10646,0.27024,0.1235,0.76683,0.26906,0.03017,0.14958088,0.02
03/01/2015 23:00,23,0.02,0.21642,0.197,0.14414,0.10942,0.90153,0.58741,0.56166,0.42646,0.65054,0.03795,0.20816,0.41682,0.26293,0.35612,0.08254,0.04539,0.46328,0.67089,0.08031,0.53935,0.021,0.021,0.57912,0.44182,0.79353,0.12427,0.23917,0.0835,0.77271,0.34314,0.06851,0.141612536,0.02
04/01/2015 00:00,0,0.021,0.4215,0.1975,0.14748,0.09311,0.80079,0.73294,0.58201,0.44397,0.64688,0.04238,0.21106,0.40555,0.23326,0.35992,0.13419,0.04531,0.46586,0.65647,0.09483,0.54126,0.018,0.018,0.57479,0.43277,0.80004,0.14635,0.22132,0.055,0.78509,0.24728,0.15903,0.1388566,0.021
04/01/2015 01:00,1,0.0425,0.68576,0.2125,0.13167,0.10871,0.689,0.87334,0.58728,0.45277,0.64465,0.05686,0.21779,0.40405,0.19916,0.36583,0.30344,0.04347,0.47191,0.64063,0.09655,0.54225,0.042,0.042,0.561,0.42486,0.79279,0.1579,0.22226,0.0365,0.78603,0.29412,0.2886,0.137923393,0.0425
04/01/2015 02:00,2,0.0925,0.92265,0.2435,0.11761,0.12771,0.60125,0.95,0.58793,0.4511,0.64827,0.09031,0.2302,0.39766,0.1702,0.36252,0.47755,0.04382,0.48028,0.63954,0.08748,0.54294,0.107,0.107,0.54851,0.41826,0.80558,0.16536,0.22308,0.0683,0.78919,0.126,0.50799,0.132553973,0.0925
04/01/2015 03:00,3,0.1195,0.95,0.309,0.12538,0.14711,0.43069,0.95,0.57285,0.43455,0.64377,0.13167,0.24296,0.38763,0.14527,0.46636,0.64184,0.05265,0.4946,0.66386,0.08131,0.5455,0.13,0.13,0.53246,0.41619,0.8092,0.15047,0.21027,0.1745,0.7918,0.08279,0.70075,0.127666983,0.1195
04/01/2015 04:00,4,0.1385,0.95,0.281,0.14104,0.16408,0.32586,0.95,0.56409,0.42266,0.64572,0.17662,0.26287,0.38157,0.12993,0.42236,0.72093,0.07262,0.46365,0.70236,0.0791,0.54909,0.12,0.12,0.5124,0.41707,0.82898,0.14022,0.20525,0.3065,0.80303,0.26107,0.82783,0.121229503,0.1385
